Label, Parts Of Speech
outwards,Default
unresolved,Default
surprising,Default
surprisingly,Default
exceedingly,Default
lesbian,Default
colorful,Default
bright,Default
knick,Default
knack,Default
cheerful,Default
happy,Default
aids,Default
colourful,Default
festive,Default
promiscuous,Default
curved,Default
upright,Default
considerably,Default
tents,Default
outdoor,Default
hut,Default
shelter,Default
encamped,Default
ideals,noun
leanings,Default
campus,Default
prison,verb;noun
frost,verb;noun
potatoes,noun
vegetables,noun
mound,verb;noun
protection,noun
tent,verb;noun
lodging,noun;verb
spawning,noun;verb
advantageous,adjective
contend,verb
strive,noun
wrangle,verb;noun
unman,verb
womanly,adverb;adjective
unmasculine,adjective
mannerisms,noun
boy,interjection;verb;noun
affectionate,adjective
glamour,verb;noun
glamours,Default
welcome,Default
enthusiastically,Default
applaud,Default
compliment,Default
acclamations,Default
fulfilment,Default
accomplishing,Default
perfects,Default
excellence,Default
equips,Default
acquirement,Default
completes,Default
manners,Default
noisy,Default
subtle,Default
brash,Default
unpleasantly,Default
gaudy,Default
contrasting,Default
tastelessly,Default
decorations,Default
premium,Default
odour,Default
pungent,Default
dedicated,Default
pressed,Default
newsletter,Default
cactus,Default
conduit,Default
hollow,Default
tube,Default
computing,Default
smoking,Default
flute,Default
bagpipe,Default
solidifying,Default
ingot,Default
moisture,Default
dab,Default
wired,Default
output,Default
piping,Default
icing,Default
boatswain,Default
links,Default
chords,Default
combined,Default
billiard,Default
strikes,Default
hits,Default
sidecar,Default
punches,Default
boxing,Default
procreation,Default
parents,Default
genealogy,Default
progeny,Default
years,Default
semicircle,Default
sphere,Default
geometrical,Default
culturally,Default
version,Default
culture,Default
recording,Default
intentions,Default
betoken,Default
signification,Default
ascending,Default
ladder,Default
assigning,Default
magnified,Default
pseudo,Default
melodies,Default
tritave,Default
octave,Default
spanning,Default
radix,Default
gradation,Default
negotiated,Default
performer,Default
amounts,Default
whilst,Default
maintaining,Default
climb,Default
throughput,Default
factors,Default
accent,Default
hebrew,Default
tenet,noun
sect,Default
dogma,noun
enabling,noun;verb
discerning,noun;adjective;verb
accents,verb;noun
conjunction,noun
adjunct,adjective;noun
conjoined,adjective;verb
collaborative,adjective;noun
agents,noun
subtraction,noun
augmentation,noun
cadency,noun
bearings,noun
would,noun
differentia,noun
xor,conjunction;noun
overline,Default
scriptstyle,Default
algebra,noun
differentiate,verb;noun
streaks,verb;noun
dapple,verb;adjective;noun
spotted,adjective;verb
streaked,adjective;verb
attempting,Default
scored,Default
undergoer,Default
cessation,Default
eight,Default
alternating,Default
fragment,Default
brussels,Default
worsted,Default
yarns,Default
carpet,Default
warp,Default
transference,Default
automorphism,Default
medal,Default
manage,Default
steer,Default
exert,Default
labour,Default
methodical,Default
soundness,Default
amputation,Default
lithotomy,Default
profits,Default
speculative,Default
carriages,Default
locomotive,Default
lineup,Default
seeing,Default
enables,Default
unfolding,Default
views,Default
bodies,Default
horoscope,Default
personified,Default
manifestation,Default
gaze,Default
displayed,Default
aiming,Default
ascertained,Default
aperture,Default
border,Default
visually,Default
sights,Default
wages,Default
salary,Default
elevated,Default
shoulder,Default
bumps,Default
conform,Default
objecting,Default
antagonize,Default
pose,Default
guilty,Default
penal,Default
abhorrent,Default
celestial,Default
registration,Default
trademark,Default
criticism,Default
scorn,Default
criticize,Default
cite,Default
accusing,Default
allegation,Default
wishes,Default
unfavorable,Default
confronting,Default
controlling,Default
polity,Default
coercion,Default
supreme,Default
liberty,Default
surge,Default
engulf,Default
submerge,Default
disconcert,Default
disrupt,Default
humiliate,Default
abash,verb
comfort,verb;noun
beset,verb
claims,verb;noun
involve,verb
substructure,noun
strip,noun
enthrall,verb
overcome,verb;noun
nullify,verb
prevailing,adjective;verb
predominant,adjective;noun
atresia,noun
survive,verb
ovulation,noun
follicle,noun
empire,adjective;noun
emperor,noun
vestiges,noun
republic,noun
reign,verb;noun
principate,adjective;noun
autocratic,adjective
workings,noun
became,verb
govern,verb;noun
overwhelming,noun;adjective;verb
enjoy,verb
overlook,verb;noun
exclaimed,verb
triumph,noun
leet,Default
exploit,Default
illicit,Default
immorally,Default
procure,Default
acquire,Default
prevail,Default
victorious,Default
approaching,Default
entrance,Default
admittance,Default
accessibility,Default
accession,Default
ague,Default
paroxysm,Default
outburst,Default
noncustodial,Default
locating,Default
papers,Default
archived,Default
collated,Default
aggregation,Default
archive,Default
disc,Default
detachment,Default
squares,Default
analog,Default
removing,Default
edges,Default
resourceful,Default
cunning,Default
defile,Default
corrupt,Default
vegetative,Default
anchors,Default
stores,Default
absorbs,Default
nutrients,Default
vegetable,Default
bone,Default
permed,Default
dyed,Default
yields,Default
aspects,Default
carries,Default
roots,Default
derive,Default
philology,Default
chord,Default
harmonics,Default
overtones,Default
unix,Default
manages,Default
subdirectories,Default
cuttings,Default
oversee,Default
rooting,Default
mobile,Default
bypassing,Default
priviledged,Default
committed,Default
sins,Default
crimes,Default
profess,Default
absolution,Default
unburden,Default
hear,Default
confession,Default
disallow,Default
reject,Default
refuse,Default
deprive,Default
scoring,Default
disavow,Default
disown,Default
abjure,Default
disclaim,Default
grateful,Default
benefit,Default
receipt,Default
sender,Default
avow,Default
validity,Default
legality,Default
realize,Default
commendation,Default
examine,Default
reconnoiter,verb;noun
antigens,noun
outwardly,adverb
beseem,Default
befit,verb
apprehension,noun
counterpart,verb;noun
typify,verb
anew,adverb
delineate,verb
portray,verb
mimicry,noun
apprehended,adjective;verb
presentative,adjective;noun
cognition,noun
acquit,verb
wears,noun;verb
stag,adverb;verb;noun
horn,verb;noun
deer,noun
professed,adjective;verb
craft,verb;noun
requiring,Default
trade,Default
expertise,Default
practitioners,Default
rabbis,Default
trained,Default
ministers,Default
sheiks,Default
dialect,Default
deducible,Default
phraseology,Default
guise,Default
embroidery,Default
vestments,Default
albs,Default
ornamental,Default
furniture,Default
guns,Default
masts,Default
ornaments,Default
blankets,Default
coverings,Default
quilts,Default
sleeping,Default
laundering,Default
washing,Default
laundered,Default
cord,Default
outdoors,Default
cords,Default
hills,Default
hoist,Default
knocking,Default
float,Default
unusually,Default
imperfections,Default
unexpectedly,Default
rebound,Default
bear,Default
erect,Default
inclined,Default
hinges,Default
hanger,Default
suspension,Default
gallows,Default
noose,Default
damn,Default
maledictions,Default
idly,Default
loiter,Default
wallpaper,Default
drywall,Default
persistently,Default
unanimous,Default
mouse,Default
devices,Default
capture,Default
vulnerable,Default
hittable,Default
additions,Default
appendages,Default
rebooting,Default
corrected,Default
opposes,Default
feels,Default
hatred,Default
intends,Default
threatening,Default
badness,Default
behaviors,Default
wickedness,Default
impairs,Default
mischief,Default
sentient,Default
deprives,Default
scrofula,Default
malady,Default
malevolent,Default
morally,Default
unpleasant,Default
taste,Default
unpropitious,Default
distress,Default
calamitous,Default
calamity,Default
deleterious,Default
vigour,Default
exercising,Default
exerted,Default
compulsory,Default
si,Default
accelerate,Default
newton,noun
dimensioned,adjective;verb
ml,Default
dyne,noun
dyn,Default
cgs,noun
constrain,verb
magician,noun
magic,verb;adjective;noun
beforehand,adverb;adjective
lawful,adjective;noun
unlawful,adjective
prosody,noun
lucas,Default
wars,verb;noun
george,Default
ubiquitous,adjective
metaphysical,adjective
rape,Default
utmost,adjective;noun
compel,Default
limitations,noun
propel,verb
inertia,noun
struggle,verb;noun
touched,adjective
adversary,Default
whist,Default
garrison,Default
reinforce,Default
waterfall,Default
cascade,Default
lard,Default
farce,Default
orchestral,Default
instrumentation,Default
constabulary,Default
enforcement,Default
getting,Default
assist,Default
nonassertive,Default
refrain,Default
restrain,Default
altruistic,Default
kings,Default
loan,Default
iv,Default
edward,Default
behaves,Default
operates,Default
safety,Default
prosperity,Default
acquaint,Default
vest,Default
nutritional,Default
mankind,Default
love,Default
manifesting,Default
disposable,Default
repairable,Default
remunerative,Default
advertising,Default
publicity,Default
catalyst,Default
reaches,Default
eighth,Default
queen,Default
wellbeing,Default
thriving,Default
unstudied,Default
fortuitous,Default
grace,Default
trading,Default
promote,Default
sacrifice,Default
bribe,Default
purchases,Default
bluff,Default
eat,Default
waste,Default
exuding,Default
lastly,Default
definitively,Default
confine,Default
ligature,Default
cohere,Default
restrained,Default
friction,Default
restraining,Default
tightly,Default
chain,Default
oblige,Default
obligations,Default
covenant,Default
tying,Default
bandage,Default
constipation,Default
books,Default
whine,Default
complain,Default
tape,Default
finishing,Default
hem,Default
library,Default
molecules,Default
stipulations,Default
honoured,Default
imposing,Default
counteracting,Default
diarrhea,Default
breadth,Default
esp,Default
immaterial,Default
intimately,Default
tuples,Default
retrievable,Default
generators,Default
subobject,Default
collocated,Default
bounces,Default
zygote,Default
sperm,Default
ovum,Default
fertilization,noun
embryo,noun
conceptus,noun
implanted,verb
recalling,noun;verb
notion,noun
childbearing,adjective;noun
ancestry,noun
prevails,verb
days,verb;noun
consecutive,adjective;noun
monday,Default
sunday,Default
five,numeral;noun
markets,verb;noun
month,noun
shorter,adjective;noun
periods,noun
weekend,verb;adjective;noun
sabbath,noun
punctuated,adjective;verb
befall,verb;noun
largest,adjective
darts,verb;noun
uses,verb;noun
violin,verb;noun
vibrate,Default
stringed,Default
backgammon,Default
diamond,Default
topmost,Default
facet,Default
tabulate,Default
agenda,Default
postpone,Default
shelve,Default
coaks,Default
hems,Default
bottoms,Default
corporation,Default
annex,Default
discreetness,Default
mannered,Default
discreet,Default
invariable,Default
readability,Default
consistently,Default
offering,Default
settings,Default
statute,Default
electorate,Default
voted,Default
amendment,Default
constitutional,Default
proposed,Default
copula,Default
aristotelian,Default
formulated,Default
provably,Default
doctrine,Default
creed,Default
suggestion,Default
artifice,Default
deceptive,Default
sophism,Default
sophisticated,Default
doubled,Default
inadequate,Default
stateliness,Default
formality,Default
dignitary,Default
axiom,Default
systematic,Default
charter,Default
manifold,Default
subspace,Default
atlas,Default
systematically,Default
artist,Default
inherited,Default
retrieved,Default
inclusion,Default
dynamically,Default
enclose,Default
conclude,Default
stands,Default
resembles,Default
ghostly,Default
nger,Default
doppelg,Default
tracks,Default
bid,Default
cushion,Default
winnings,Default
races,Default
dartboard,Default
outermost,Default
floating,Default
competitions,Default
won,Default
scullers,Default
swimming,Default
winning,Default
sou,Default
french,Default
penny,Default
guernsey,Default
feast,Default
fold,Default
folds,Default
twofold,adverb;adjective
exceed,Default
clench,Default
fist,Default
repeat,Default
winding,Default
headland,Default
unison,Default
march,Default
deliberately,Default
complementary,Default
maternal,Default
paternal,Default
bent,Default
stooping,noun;adjective;verb
ambiguous,adjective
hypocritical,adjective
petals,noun
doubly,adverb
cadence,verb;noun
cyanobacteria,noun
photosynthetic,adjective
pigments,verb;noun
eukaryota,Default
differentiated,adjective;verb
rampart,verb;noun
stones,verb;noun
desperation,noun
extinction,noun
impediment,noun
butterfly,verb;noun
lasiommata,Default
megera,Default
solidity,noun
divisive,adjective
auction,verb;noun
